,start_learning_rate,width,depth,l2_weight,train_loss,val_loss,train_acc,val_acc
0,1e-05,256.0,1.0,0.0,1.2162997722625732,1.3103315830230713,0.5894907116889954,0.5400000214576721
1,1e-05,256.0,1.0,1e-05,1.2160742282867432,1.3112236261367798,0.5867592692375183,0.5403703451156616
2,1e-05,256.0,1.0,0.0001,1.2474883794784546,1.344235897064209,0.5913888812065125,0.5433333516120911
3,1e-05,256.0,2.0,0.0,1.090961217880249,1.2163958549499512,0.6228240728378296,0.5696296095848083
4,1e-05,256.0,2.0,1e-05,1.1236830949783325,1.2334641218185425,0.614814817905426,0.5640740990638733
5,1e-05,256.0,2.0,0.0001,1.1791479587554932,1.2838263511657715,0.6092129349708557,0.5588889122009277
6,1e-05,256.0,3.0,0.0,1.060570240020752,1.1726529598236084,0.6307870149612427,0.5781481266021729
7,1e-05,256.0,3.0,1e-05,1.0642969608306885,1.1790462732315063,0.6314351558685303,0.5848147869110107
8,1e-05,256.0,3.0,0.0001,1.1280213594436646,1.2350847721099854,0.6253240704536438,0.5825926065444946
9,1e-05,512.0,1.0,0.0,1.141770601272583,1.263808012008667,0.6170370578765869,0.551111102104187
10,1e-05,512.0,1.0,1e-05,1.1435593366622925,1.2689151763916016,0.6212037205696106,0.5618518590927124
11,1e-05,512.0,1.0,0.0001,1.2126151323318481,1.3330072164535522,0.6154166460037231,0.5555555820465088
12,1e-05,512.0,2.0,0.0,0.9784217476844788,1.1468374729156494,0.6645833253860474,0.5970370173454285
13,1e-05,512.0,2.0,1e-05,1.0046088695526123,1.1566721200942993,0.6606481671333313,0.596666693687439
14,1e-05,512.0,2.0,0.0001,1.0773204565048218,1.235341191291809,0.6625462770462036,0.5962963104248047
15,1e-05,512.0,3.0,0.0,0.8855805397033691,1.0727345943450928,0.6955092549324036,0.6196296215057373
16,1e-05,512.0,3.0,1e-05,0.8901507258415222,1.0684025287628174,0.6963889002799988,0.6203703880310059
17,1e-05,512.0,3.0,0.0001,0.993671178817749,1.1752488613128662,0.6937500238418579,0.6203703880310059
18,1e-05,1024.0,1.0,0.0,1.065345048904419,1.2174400091171265,0.6503240466117859,0.5722222328186035
19,1e-05,1024.0,1.0,1e-05,1.072160243988037,1.2309002876281738,0.6502777934074402,0.5703703761100769
