,start_learning_rate,width,depth,l2_weight,train_loss,val_loss,train_acc,val_acc
0,1e-05,256.0,1.0,0.0,1.2236156463623047,1.3100035190582275,0.5870833396911621,0.5481481552124023
1,1e-05,256.0,1.0,1e-05,1.2284475564956665,1.32449471950531,0.5903703570365906,0.5400000214576721
2,1e-05,256.0,1.0,0.0001,1.246440052986145,1.3479725122451782,0.5907870531082153,0.5381481647491455
3,1e-05,256.0,2.0,0.0,1.1087981462478638,1.2257513999938965,0.6188889145851135,0.5662962794303894
4,1e-05,256.0,2.0,1e-05,1.1183799505233765,1.2302312850952148,0.6172685027122498,0.5600000023841858
5,1e-05,256.0,2.0,0.0001,1.1560567617416382,1.2646806240081787,0.6174536943435669,0.5644444227218628
6,1e-05,256.0,3.0,0.0,1.0876703262329102,1.198042392730713,0.6241666674613953,0.5755555629730225
7,1e-05,256.0,3.0,1e-05,1.042044758796692,1.1632965803146362,0.6370833516120911,0.5918518304824829
8,1e-05,256.0,3.0,0.0001,1.113102912902832,1.22196626663208,0.6305092573165894,0.5914815068244934
9,1e-05,512.0,1.0,0.0,1.1446279287338257,1.2636935710906982,0.615231454372406,0.5603703856468201
10,1e-05,512.0,1.0,1e-05,1.1573817729949951,1.281204104423523,0.6115278005599976,0.551111102104187
11,1e-05,512.0,1.0,0.0001,1.2000049352645874,1.3221863508224487,0.6227315068244934,0.5570370554924011
12,1e-05,512.0,2.0,0.0,0.9834057688713074,1.1493184566497803,0.6650462746620178,0.5948148369789124
13,1e-05,512.0,2.0,1e-05,0.9876525402069092,1.1506496667861938,0.6655092835426331,0.5955555438995361
14,1e-05,512.0,2.0,0.0001,1.0566197633743286,1.2220730781555176,0.6717592477798462,0.6000000238418579
15,1e-05,512.0,3.0,0.0,0.9102559685707092,1.0811351537704468,0.6856481432914734,0.6125925779342651
16,1e-05,512.0,3.0,1e-05,0.8988906741142273,1.0819278955459595,0.6930092573165894,0.6211110949516296
17,1e-05,512.0,3.0,0.0001,1.0050551891326904,1.1805142164230347,0.6896759271621704,0.6244444251060486
18,1e-05,1024.0,1.0,0.0,1.0553991794586182,1.2103241682052612,0.6519444584846497,0.5751851797103882
19,1e-05,1024.0,1.0,1e-05,1.068389892578125,1.2282346487045288,0.6521296501159668,0.5762962698936462
20,1e-05,1024.0,1.0,0.0001,1.1769421100616455,1.3309106826782227,0.6515740752220154,0.5755555629730225
21,1e-05,1024.0,2.0,0.0,0.8161539435386658,1.055694341659546,0.7297685146331787,0.6259258985519409
22,1e-05,1024.0,2.0,1e-05,0.8088181018829346,1.0555458068847656,0.7396759390830994,0.6325926184654236
23,1e-05,1024.0,2.0,0.0001,0.9556918144226074,1.2082303762435913,0.742638885974884,0.6299999952316284
24,1e-05,1024.0,3.0,0.0,0.6550078988075256,0.9645848870277405,0.7793055772781372,0.6714814901351929
25,1e-05,1024.0,3.0,1e-05,0.6785552501678467,0.9823828339576721,0.7810184955596924,0.669259250164032
26,1e-05,1024.0,3.0,0.0001,0.8773919343948364,1.1777626276016235,0.777222216129303,0.6737037301063538
27,0.0001,256.0,1.0,0.0,1.0016151666641235,1.208993911743164,0.6619444489479065,0.580740749835968
28,0.0001,256.0,1.0,1e-05,0.9916605949401855,1.2002928256988525,0.6625000238418579,0.5848147869110107
29,0.0001,256.0,1.0,0.0001,0.9895612597465515,1.206569790840149,0.6733333468437195,0.5911111235618591
30,0.0001,256.0,2.0,0.0,0.7108155488967896,1.0253082513809204,0.7576388716697693,0.6466666460037231
31,0.0001,256.0,2.0,1e-05,0.7576761245727539,1.042120337486267,0.7416666746139526,0.644444465637207
32,0.0001,256.0,2.0,0.0001,0.7454647421836853,1.0638610124588013,0.7574999928474426,0.6496296525001526
33,0.0001,256.0,3.0,0.0,0.5805844068527222,0.9544652700424194,0.8027777671813965,0.6807407140731812
34,0.0001,256.0,3.0,1e-05,0.5654674768447876,0.9672239422798157,0.8129166960716248,0.6822222471237183
35,0.0001,256.0,3.0,0.0001,0.6308766007423401,1.0098499059677124,0.8048148155212402,0.6822222471237183
36,0.0001,512.0,1.0,0.0,0.8927339315414429,1.1462934017181396,0.6990277767181396,0.6092592477798462
37,0.0001,512.0,1.0,1e-05,0.9148891568183899,1.1607086658477783,0.6908796429634094,0.601111114025116
38,0.0001,512.0,1.0,0.0001,0.9453098773956299,1.178352952003479,0.6907407641410828,0.6014814972877502
39,0.0001,512.0,2.0,0.0,0.5772283673286438,1.007304310798645,0.8098611235618591,0.6622222065925598
40,0.0001,512.0,2.0,1e-05,0.6047513484954834,1.0052249431610107,0.7991666793823242,0.6592592597007751
41,0.0001,512.0,2.0,0.0001,0.6521098017692566,1.0300133228302002,0.7942129373550415,0.6703703999519348
42,0.0001,512.0,3.0,0.0,0.38875284790992737,1.011102318763733,0.8785185217857361,0.6918518543243408
43,0.0001,512.0,3.0,1e-05,0.40773501992225647,0.9916459321975708,0.873379647731781,0.6922222375869751
44,0.0001,512.0,3.0,0.0001,0.5147739052772522,1.0437201261520386,0.8554629683494568,0.6903703808784485
45,0.0001,1024.0,1.0,0.0,0.833662211894989,1.1169161796569824,0.7164815068244934,0.6040740609169006
46,0.0001,1024.0,1.0,1e-05,0.839599609375,1.1109545230865479,0.7181944251060486,0.6196296215057373
47,0.0001,1024.0,1.0,0.0001,0.898438036441803,1.1463781595230103,0.7107870578765869,0.6166666746139526
48,0.0001,1024.0,2.0,0.0,0.4977494776248932,1.0038639307022095,0.8393981456756592,0.6722221970558167
49,0.0001,1024.0,2.0,1e-05,0.5104514956474304,1.0112659931182861,0.8364814519882202,0.6762962937355042
50,0.0001,1024.0,2.0,0.0001,0.5614582896232605,1.0346579551696777,0.8387500047683716,0.6807407140731812
51,0.0001,1024.0,3.0,0.0,0.267869770526886,1.1230069398880005,0.9193055629730225,0.6944444179534912
